VmhNames,MetNames,MetaNetX,CHEBI,HMDB,SwissLipids,VMH,InChIkey,InChIkey2D
nicrnt,nicotinate beta-D-ribonucleotide,MNXM1108016,57502,HMDB0001132,,nicrnt,JOUIQRNQJGXQDC-ZYUZMQFOSA-L,JOUIQRNQJGXQDC
nifedipine,nifedipine,MNXM1548745,,,,nifedipine,HYIMSNHJOBLJNT-UHFFFAOYSA-N,HYIMSNHJOBLJNT
nm2masn,(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),MNXM1548746,,,,nm2masn,,
nm4masn,(N-acetyl-D-glucosaminyl-(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),MNXM1548747,,,,nm4masn,,
Nmelys,Histone N6-methyl-L-lysine,MNXM1531140,,,,Nmelys,,
nmn,beta-nicotinamide D-ribonucleotide,MNXM355,14649,HMDB0000229,,nmn,DAYLJWODMCOQEW-TURQNECASA-M,DAYLJWODMCOQEW
nmptrc,N-methylputrescine,MNXM2704,58039,HMDB0003661,,nmptrc,RMIVMBYMDISYFZ-UHFFFAOYSA-P,RMIVMBYMDISYFZ
nmthsrtn,N-methylserotonin,MNXM739020,48294,HMDB0004369,,nmthsrtn,ASUSBMNYRHGZIG-UHFFFAOYSA-N,ASUSBMNYRHGZIG
no,nitric oxide,MNXM1107902,16480,HMDB0003378,,no,MWUXSHHQAYIFBG-UHFFFAOYSA-N,MWUXSHHQAYIFBG
no2,nitrite,MNXM107,16301,HMDB0002786,,no2,IOVCWXUNBOPUCH-UHFFFAOYSA-M,IOVCWXUNBOPUCH
noncoa,nonanoyl-CoA,MNXM1365073,76291,HMDB0013028,SLM:000389357,M02616,WLDUTYVSAGSKIV-FUEUKBNZSA-J,WLDUTYVSAGSKIV
normete_L,(R)-normetanephrine,MNXM734923,189645,HMDB0000819,,normete_L,YNYAYWLBAHXHLL-QMMMGPOBSA-O,YNYAYWLBAHXHLL
npthl,naphthalene,MNXM1363334,16482,HMDB0029751,SLM:000597745,npthl,UFWIBTONFRDIAS-UHFFFAOYSA-N,UFWIBTONFRDIAS
nrpphr,(R)-noradrenaline,MNXM31869,72587,HMDB0000216,,2h5cmmusa,SFLSHLFXELFNJZ-QMMMGPOBSA-O,SFLSHLFXELFNJZ
nrpphrsf,Norepinephrine sulfate,MNXM12967,90022,HMDB0002062,,nrpphrsf,CVJMZWLHUCMEKO-ZETCQYMHSA-N,CVJMZWLHUCMEKO
nrvnc,(15Z)-tetracosenoate,MNXM1108399,32392,HMDB0002368,SLM:000001131,CE2513,GWHCXVQVJPWHRF-KTKRTIGZSA-M,GWHCXVQVJPWHRF
nrvnccoa,(15Z)-tetracosenoyl-CoA,MNXM1103643,74128,HMDB0062221,SLM:000000608,nrvnccoa,QHZAQVTVYPHLKK-YVBAAGQKSA-J,QHZAQVTVYPHLKK
nrvnccrn,Nervonyl carnitine,MNXM1530234,,,,nrvnccrn,QGIHQXKFCAACHN-QCLDULSCSA-N,QGIHQXKFCAACHN
ntm2amep,[2-(trimethylamino)ethyl]phosphonate,MNXM6076,149625,,,ntm2amep,VCANKBLUHKRQLL-UHFFFAOYSA-N,VCANKBLUHKRQLL
Ntmelys,"Protein N6,N6,N6-trimethyl-L-lysine",MNXM736897,8551,,,Ntmelys,,
nwharg,N(omega)-hydroxy-L-arginine,MNXM1377888,60107,HMDB0004224,,nwharg,FQWRAVYMZULPNK-BYPYZUCNSA-O,FQWRAVYMZULPNK
o2,O2,MNXM735437,15379,HMDB0001377,,o2,MYMOFIZGZYHOMD-UHFFFAOYSA-N,MYMOFIZGZYHOMD
o2s,superoxide,MNXM1107906,18421,HMDB0002168,,o2_,OUUQCZGPVNCOIJ-UHFFFAOYSA-M,OUUQCZGPVNCOIJ
oaa,oxaloacetate,MNXM46,16452,HMDB0000223,SLM:000001047,oaa,KHPXUQMNIQBQEV-UHFFFAOYSA-L,KHPXUQMNIQBQEV
oagd3_hs,9-O-Acetyl-GD3,MNXM1478045,,HMDB0247605,,oagd3_hs,ODBNHBMRTCHJEH-UHFFFAOYSA-N,ODBNHBMRTCHJEH
oagt3_hs,9-O-Acetylated GT3,MNXM1548754,,,,oagt3_hs,,
occoa,octanoyl-CoA,MNXM1093479,57386,HMDB0001070,SLM:000000707,occoa,KQMZYOXOBSXMII-CECATXLMSA-J,KQMZYOXOBSXMII
ocdca,octadecanoate,MNXM236,25629,HMDB0000827,SLM:000000826,ocdca,QIQXTHQIDYTFRH-UHFFFAOYSA-M,QIQXTHQIDYTFRH
ocdcaACP,Octadecanoyl-ACP (n-C18:0ACP),MNXM3075,,,,ocdcaACP,,
ocdcea,(9Z)-octadecenoate,MNXM1365915,30823,HMDB0000207,SLM:000000418,M00127,ZQPPMHVWECSIRJ-KTKRTIGZSA-M,ZQPPMHVWECSIRJ
ocdcya,"(9Z,12Z)-octadecadienoate",MNXM1108069,30245,HMDB0000673,SLM:000000407,lnlc,OYHQOLUKZRVURQ-HZJYTTRNSA-M,OYHQOLUKZRVURQ
ocdcyaACP,Octadecynoyl-ACP (n-C18:2ACP),MNXM1548757,,,,ocdcyaACP,,
ocde9ecoa,(9Z)-octadecenoyl-CoA,MNXM1105956,57387,HMDB0001322,SLM:000000419,ocde9ecoa,XDUHQPOXLUAVEE-BPMMELMSSA-J,XDUHQPOXLUAVEE
ocdececrn,CAR(18:1(11E)),MNXM1378382,165598,,,ocdececrn,HITOYGLMAFIRNI-YSESTWPTSA-N,HITOYGLMAFIRNI
octa,octanoate,MNXM750,25646,HMDB0000482,SLM:000000853,octa,WWZKQHOCKIZLMA-UHFFFAOYSA-M,WWZKQHOCKIZLMA
octd11ecoa,(11Z)-octadecenoyl-CoA,MNXM728520,75121,HMDB0006521,SLM:000000676,octd11ecoa,HEJOXXLSCAQQGQ-SAIINBSPSA-J,HEJOXXLSCAQQGQ
octdececoa,octadecenoylcoa,MNXM1530237,,,,octdececoa,XDUHQPOXLUAVEE-VAOQFIANSA-J,XDUHQPOXLUAVEE
octdececrn,O-octadecanoyl-(R)-carnitine,MNXM1104916,84644,HMDB0000848,SLM:000390019,octdececrn,FNPHNLNTJNMAEE-HSZRJFAPSA-N,FNPHNLNTJNMAEE
octe5coa,5-octenoylcoa,MNXM1530238,,,,octe5coa,HVXFSYIMAAXCIV-YGZDRFFVSA-J,HVXFSYIMAAXCIV
octeACP,Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1),MNXM89950,,,,octeACP,,
od2coa,(2E)-octadecenoyl-CoA,MNXM1104783,71412,HMDB0062633,SLM:000000817,od2coa,NBCCUIHOHUKBMK-ZDDAFBBHSA-J,NBCCUIHOHUKBMK
odecoa,(9Z)-octadecenoyl-CoA,MNXM1105956,57387,HMDB0001322,SLM:000000419,ocde9ecoa,XDUHQPOXLUAVEE-BPMMELMSSA-J,XDUHQPOXLUAVEE
odecrn,O-(9Z)-octadecenoyl-(R)-carnitine,MNXM1379512,84651,HMDB0005065,SLM:000390024,odecrn,IPOLTUVFXFHAHI-WHIOSMTNSA-N,IPOLTUVFXFHAHI
oh1,OH(-),MNXM02,16234,HMDB0001039,,oh1,XLYOFNOQVPJJNP-UHFFFAOYSA-M,XLYOFNOQVPJJNP
oleth,N-(9Z-octadecenoyl) ethanolamine,MNXM107386,71466,HMDB0002088,SLM:000000147,oleth,BOWVQLFMWHZBEF-KTKRTIGZSA-N,BOWVQLFMWHZBEF
omeprazole,"5-methoxy-2-{[(4-methoxy-3,5-dimethylpyridin-2-yl)methyl]sulfinyl}-1H-benzimidazole",MNXM729415,77260,HMDB0001913,,omeprazole,SUBDBMMJDZJVOS-UHFFFAOYSA-N,SUBDBMMJDZJVOS
omhdecacid,10-hydroxydecanoate,MNXM3785,11305,HMDB0244272,,omhdecacid,YJCJVMMDTBEITC-UHFFFAOYSA-M,YJCJVMMDTBEITC
omhdocosac,22-hydroxydocosanoate,MNXM6761,76304,HMDB0302963,SLM:000389363,omhdocosac,IBPVZXPSTLXWCG-UHFFFAOYSA-M,IBPVZXPSTLXWCG
onpthl,"(1R,2S)-naphthalene 1,2-oxide",MNXM3390,33998,,,npepox,XQIJIALOJPIKGX-VHSXEESVSA-N,XQIJIALOJPIKGX
oretn,all-trans-4-oxoretinoate,MNXM6902,134186,HMDB0006285,,CE2954,GGCUJPCCTQNTJF-FRCNGJHJSA-M,GGCUJPCCTQNTJF
orn,L-ornithine,MNXM741175,46911,HMDB0000214,,orn,AHLPHDHHMVZTML-BYPYZUCNSA-O,AHLPHDHHMVZTML
orn_D,D-ornithine,MNXM1148,57668,HMDB0003374,,orn_D,AHLPHDHHMVZTML-SCSAIBSYSA-O,AHLPHDHHMVZTML
orot,orotate,MNXM1373629,30839,HMDB0000226,,orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M,PXQPEWDEAKTCGB
orot5p,orotidine 5'-phosphate,MNXM1103557,57538,HMDB0000218,,orot5p,KYOBSHFOBAOFBF-XVFCMESISA-K,KYOBSHFOBAOFBF
oxa,oxalate,MNXM291,30623,HMDB0002329,,oxa,MUBZPKHOEPUJKR-UHFFFAOYSA-L,MUBZPKHOEPUJKR
oxy1rb,Oxypurinol-1-riboside,MNXM744805,,,,oxy1rb,BWVGSEWDQBNXTG-UHFFFAOYSA-N,BWVGSEWDQBNXTG
oxy7rb,Oxypurinol-7-riboside,MNXM744806,,,,oxy7rb,VDFPGJJTYRKZSJ-UHFFFAOYSA-N,VDFPGJJTYRKZSJ
oxyp,alloxanthine,MNXM1101260,28315,HMDB0000786,,oxyp,HXNFUBHNUDHIGC-UHFFFAOYSA-N,HXNFUBHNUDHIGC
pa_hs,phosphatidic acid (16:0/18:1),MNXM1107824,134236,,,pa_hs,,
pac,2-phenylacetate,MNXM737265,18401,HMDB0000209,,pac,WLJVXDMOQOGPHL-UHFFFAOYSA-M,WLJVXDMOQOGPHL
pacald,2-phenylacetaldehyde,MNXM473,16424,HMDB0006236,,pacald,DTUQWGWMVIHBKE-UHFFFAOYSA-N,DTUQWGWMVIHBKE
paf_hs,PC(18:1(9Z)e/2:0),MNXM1377332,177262,HMDB0011148,SLM:000027845,paf_hs,ZBOQHUSCQCEBGK-JLRCLJKCSA-N,ZBOQHUSCQCEBGK
pail_hs,phosphatidylinositol (18:1/20:4),MNXM1104079,90488,,,pail_hs,,
pail345p_hs,"Phosphatidylinositol-3,4,5-trisphosphate",MNXM726368,,HMDB0004249,,pail345p_hs,RQQIRMLGKSPXSE-UQPICLANSA-N,RQQIRMLGKSPXSE
pail34p_hs,"a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3,4-bisphosphate)",MNXM1104261,57658,,SLM:000389772,pail34p_hs,,
pail35p_hs,"1-Phosphatidyl-1D-myo-inositol 3,5-bisphosphate",MNXM1104211,,,,pail35p_hs,,
pail3p_hs,1-phosphatidyl-1D-myo-inositol 3-phosphate(3-),MNXM1530241,,,,pail3p_hs,YKMGQFUXYYTRLF-SLJXNWFNSA-N,YKMGQFUXYYTRLF
pail45p_hs,"phosphatidylinositol 4,5-bisphosphate",MNXM1530242,,,,pail45p_hs,JFDJYDKOBGSRRB-GWNZYFFWSA-I,JFDJYDKOBGSRRB
pail4p_hs,"a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate)",MNXM1103886,58178,,SLM:000000346,pail4p_hs,,
pail5p_hs,1-Phosphatidyl-1D-myo-inositol 5-phosphate,MNXM1377522,,,,pail5p_hs,,
pailar_hs,"PI(20:4(5Z,8Z,11Z,14Z)/0:0)",MNXM1481948,,HMDB0256523,,pailar_hs,LXUGKKVCSTYZFK-UHFFFAOYSA-N,LXUGKKVCSTYZFK
pailpalm_hs,1-palmitoyl-sn-glycero-3-phosphoinositol,MNXM1365098,,,,pailpalm_hs,UOXRPRZMAROFPH-UHFFFAOYSA-M,UOXRPRZMAROFPH
pailste_hs,1-stearoyl-sn-glycero-3-phosphoinositol,MNXM1365573,,,,pailste_hs,MXAFDFDAIFZFET-UHFFFAOYSA-M,MXAFDFDAIFZFET
palmACP,Hexadecanoyl-[acp],MNXM728536,5697,,,palmACP,,
pan4p,(R)-4'-phosphopantetheine,MNXM373,61723,HMDB0001416,,pan4p,JDMUPRLRUUMCTL-VIFPVBQESA-L,JDMUPRLRUUMCTL
pap,"adenosine 3',5'-bisphosphate",MNXM1103458,58343,HMDB0000061,,pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J,WHTCPDAXWFLDIH
paps,3'-phosphoadenylyl sulfate,MNXM1104555,58339,HMDB0001134,,paps,GACDQMDRPRGCTN-KQYNXXCUSA-J,GACDQMDRPRGCTN
pchol_hs,Phosphatidylcholine,MNXM726687,49183,,,pchol_hs,,
pchol2linl_hs,2-Linoleoylglycerophosphocholine,MNXM1530243,,,,pchol2linl_hs,XFUBHUALKATHPX-UHFFFAOYSA-O,XFUBHUALKATHPX
pchol2ole_hs,2-Oleoylglycerophosphocholine,MNXM1530244,,,,pchol2ole_hs,SULIDBRAXVDKBU-UHFFFAOYSA-O,SULIDBRAXVDKBU
pchol2palm_hs,2-Palmitoylglycerophosphocholine,MNXM1530245,,,,pchol2palm_hs,AGHWJZIEMKQLQP-UHFFFAOYSA-N,AGHWJZIEMKQLQP
pchol2ste_hs,choline sulfate,MNXM1364768,16822,HMDB0006288,,CE6252,WXCQAWGXWVRCGP-UHFFFAOYSA-N,WXCQAWGXWVRCGP
pcholar_hs,1-Arachidonoyl-Glycero-3-Phosphocholine,MNXM1530246,,,,pcholar_hs,LAXQYRRMGGEGOH-UHFFFAOYSA-O,LAXQYRRMGGEGOH
pcholdoc_hs,1-Docosahexaenoylglycerophosphocholine,MNXM1530247,,,,pcholdoc_hs,GIGKZZCXYJVNSX-UHFFFAOYSA-O,GIGKZZCXYJVNSX
pcholeic_hs,"1-Eicosadienoylglycerophosphocholine (Delta 11,14)",MNXM1530248,,,,pcholeic_hs,YYQVCMMXPIJVHY-UHFFFAOYSA-O,YYQVCMMXPIJVHY
pcholet_hs,"1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)",MNXM1530249,,,,pcholet_hs,XUDGAAFUMTTZCO-UHFFFAOYSA-O,XUDGAAFUMTTZCO
pcholhep_hs,1-heptadecanoyl-sn-glycero-3-phosphocholine,MNXM1376756,74340,HMDB0012108,SLM:000020764,pcholhep_hs,SRRQPVVYXBTRQK-XMMPIXPASA-N,SRRQPVVYXBTRQK
pchollinl_hs,"1-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphocholine",MNXM1107799,28733,HMDB0010386,SLM:000020756,pchollinl_hs,SPJFYYJXNPEZDW-FTJOPAKQSA-N,SPJFYYJXNPEZDW
pcholmyr_hs,1-tetradecanoyl-sn-glycero-3-phosphocholine,MNXM60741,64489,HMDB0010379,SLM:000000691,pcholmyr_hs,VXUOFDJKYGDUJI-OAQYLSRUSA-N,VXUOFDJKYGDUJI
pcholn15_hs,"1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)",MNXM1530250,,,,pcholn15_hs,RJZVWDTYEWCUAR-UHFFFAOYSA-O,RJZVWDTYEWCUAR
pcholn183_hs,"1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)",MNXM1530251,,,,pcholn183_hs,WKQNRCYKYCKESD-UHFFFAOYSA-O,WKQNRCYKYCKESD
pcholn1836_hs,"(2-Hydroxy-3-octadeca-6,9,12-trienoyloxypropyl) 2-(trimethylazaniumyl)ethyl phosphate",MNXM1382802,181146,,,pcholn1836_hs,MRTUWVDDQVMUCR-UHFFFAOYSA-N,MRTUWVDDQVMUCR
pcholn19_hs,"1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)",MNXM1530252,,,,pcholn19_hs,WYIMORDZGCUBAA-UHFFFAOYSA-O,WYIMORDZGCUBAA
pcholn201_hs,"1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)",MNXM1530253,,,,pcholn201_hs,YYSFWGQAKJTHRE-UHFFFAOYSA-O,YYSFWGQAKJTHRE
pcholn203_hs,"1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3",MNXM1530254,,,,pcholn203_hs,BBNHCUBQEQJHIG-UHFFFAOYSA-O,BBNHCUBQEQJHIG
pcholn204_hs,"1-[(8Z,11Z,14Z,17Z)-icosatetraenoyl]-sn-glycero-3-phosphocholine",MNXM60759,86259,HMDB0010396,SLM:000020749,pcholn204_hs,GOMVPVRDBLLHQC-VEJNOCSESA-N,GOMVPVRDBLLHQC
pcholn205_hs,"1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)",MNXM1530255,,,,pcholn205_hs,PDIGSOAOQOXRDU-UHFFFAOYSA-O,PDIGSOAOQOXRDU
pcholn224_hs,"1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)",MNXM1530256,,,,pcholn224_hs,ZOJBSSVHFSBHMP-UHFFFAOYSA-O,ZOJBSSVHFSBHMP
pcholn225_hs,"1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3",MNXM1530258,,,,pcholn225_hs,BIEOSECQPGGZMF-UHFFFAOYSA-O,BIEOSECQPGGZMF
pcholn2254_hs,"1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6",MNXM1530257,,,,pcholn2254_hs,YBUXFQUGNPBZPS-UHFFFAOYSA-O,YBUXFQUGNPBZPS
pcholn226_hs,"1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)",MNXM1530259,,,,pcholn226_hs,LSOWKZULVQWMLY-UHFFFAOYSA-O,LSOWKZULVQWMLY
pcholn24_hs,1-tetracosanoyl-sn-glycero-3-phosphocholine,MNXM60768,86260,HMDB0010405,SLM:000020773,pcholn24_hs,SKJMUADLQLZAGH-WJOKGBTCSA-N,SKJMUADLQLZAGH
pcholn261_hs,Lysopc A C26:1 (Delta 5),MNXM1530260,,,,pcholn261_hs,HHNUOPXCCKOIPL-UHFFFAOYSA-O,HHNUOPXCCKOIPL
pcholn28_hs,Lysopc A C28:0,MNXM1530262,,,,pcholn28_hs,VPAMUPUPKCTFGJ-DHUJRADRSA-O,VPAMUPUPKCTFGJ
pcholn281_hs,Lysopc A C28:1 (Delta 5),MNXM1530261,,,,pcholn281_hs,VCXKVGMRVJRCIV-UHFFFAOYSA-O,VCXKVGMRVJRCIV
pcholole_hs,1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine,MNXM1377944,28610,HMDB0002815,SLM:000389824,pcholole_hs,YAMUFBLWGFFICM-PTGWMXDISA-N,YAMUFBLWGFFICM
pcholpalm_hs,1-hexadecanoyl-sn-glycero-3-phosphocholine,MNXM1107742,72998,HMDB0010382,SLM:000000556,pcholpalm_hs,ASWBNKHCZGQVJV-HSZRJFAPSA-N,ASWBNKHCZGQVJV
pcholpalme_hs,PC(16:1(9E)/0:0),MNXM1481767,,HMDB0256155,,pcholpalme_hs,LFUDDCMNKWEORN-UHFFFAOYSA-N,LFUDDCMNKWEORN
pcholste_hs,1-octadecanoyl-sn-glycero-3-phosphocholine,MNXM1378926,73858,HMDB0010384,SLM:000000670,pcholste_hs,IHNKQIMGVNPMTC-RUZDIDTESA-N,IHNKQIMGVNPMTC
pcollg5hlys,(5R)-5-hydroxy-L-lysine,MNXM1373107,58357,HMDB0000450,,pcollg5hlys,YSMODUONRAFBET-UHNVWZDZSA-O,YSMODUONRAFBET
pcollglys,Apo-[carboxylase],MNXM1378146,2777,,,pcollglys,,
pcreat,N-phosphocreatine,MNXM90130,58092,HMDB0001511,,pcreat,DRBBFCLWYRJSJZ-UHFFFAOYSA-L,DRBBFCLWYRJSJZ
pcresol,4-methylphenol,MNXM828,17847,HMDB0001858,,pcresol,IWDCLRJOBJJRNH-UHFFFAOYSA-N,IWDCLRJOBJJRNH
pcrn,O-propanoyl-(R)-carnitine,MNXM1105887,53210,HMDB0000824,SLM:000390084,HC02149,UFAHZIUFPNSHSL-MRVPVSSYSA-N,UFAHZIUFPNSHSL
pcs,p-cresol sulfate,MNXM1378479,82914,HMDB0011635,,pcs,WGNAKZGUSRVWRH-UHFFFAOYSA-N,WGNAKZGUSRVWRH
pd3,previtamin D3,MNXM1377859,8403,HMDB0006500,,pd3,YUGCAAVRZWBXEQ-WHTXLNIXSA-N,YUGCAAVRZWBXEQ
pdx5p,pyridoxine 5'-phosphate,MNXM454,58589,HMDB0001319,,pdx5p,WHOMFKWHIQZTHY-UHFFFAOYSA-L,WHOMFKWHIQZTHY
pe_hs,"1,2-distearoylphosphatidylethanolamine",MNXM1378886,47764,HMDB0251629,,pe180,LVNGJLRDBYCPGB-UHFFFAOYSA-N,LVNGJLRDBYCPGB
pe12_hs,1-lauroyl-sn-glycero-3-phosphoethanolamine,MNXM1374293,,,,1agpe120,IZDRGPDUDLWAGR-UHFFFAOYSA-N,IZDRGPDUDLWAGR
pe13_hs,1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe),MNXM744821,,,,pe13_hs,IJTWJFQIBBDJJI-UHFFFAOYSA-N,IJTWJFQIBBDJJI
pe14_hs,1-tetradecanoyl-sn-glycero-3-phosphoethanolamine,MNXM1374294,84299,HMDB0011500,SLM:000030177,1agpe140,RPXHXZNGZBHSMJ-GOSISDBHSA-N,RPXHXZNGZBHSMJ
pe15_hs,1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe),MNXM1530263,,,,pe15_hs,GIUNBNKDUHWVHI-UHFFFAOYSA-N,GIUNBNKDUHWVHI
pe161_hs,"1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)",MNXM1530264,,,,pe161_hs,DSOWUEHXZJUNID-UHFFFAOYSA-N,DSOWUEHXZJUNID
pe17_hs,1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe),MNXM744824,,,,pe17_hs,RVNBVQKDPQVSOY-UHFFFAOYSA-N,RVNBVQKDPQVSOY
pe203_hs,"1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)",MNXM1530265,,,,pe203_hs,UEONHLLDVDPRRN-UHFFFAOYSA-N,UEONHLLDVDPRRN
pe224_hs,"1-Docosatetraenoyglycerophosphoethanolamine (22:4, Delta 7, 10, 13, 16)",MNXM1530266,,,,pe224_hs,NJHKGJJIKOCCMZ-UHFFFAOYSA-N,NJHKGJJIKOCCMZ
pe226_hs,"1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)",MNXM1548783,,,,pe226_hs,,
pe2linl_hs,2-Linoleoylglycerophosphoethanolamine,MNXM1530267,,,,pe2linl_hs,SVRBKLJIDJHADS-UHFFFAOYSA-N,SVRBKLJIDJHADS
peamn,2-phenylethylamine,MNXM660,225237,HMDB0012275,,peamn,BHHGXPLMPWCGHP-UHFFFAOYSA-O,BHHGXPLMPWCGHP
pear_hs,1-arachidonoyl-sn-glycero-3-phosphoethanolamine,MNXM32717,64395,HMDB0011517,SLM:000030138,pear_hs,ROPRRXYVXLDXQO-XSQXPFHXSA-N,ROPRRXYVXLDXQO
pecgon,Pseudoecgonine,MNXM1106115,32072,HMDB0006348,,pecgon,PHMBVCPLDPDESM-GHNGIAPOSA-N,PHMBVCPLDPDESM
pecgoncoa,Pseudoecgonyl-CoA,MNXM1104762,32073,HMDB0006403,,pecgoncoa,LWFFRRDSDGEAQK-ZSCOKQQMSA-N,LWFFRRDSDGEAQK
pect,beta-D-galacturonate,MNXM1365286,85312,HMDB0003402,,pect,AEMOLEFTQBMNLQ-DTEWXJGMSA-M,AEMOLEFTQBMNLQ
pectindchac,pectin-deoxycholic acid complex,MNXM1548792,,,,pectindchac,,
pectingchol,pectin-glycocholate complex,MNXM1548793,,,,pectingchol,,
pectintchol,pectin-taurocholic acid complex,MNXM1548794,,,,pectintchol,,
pedh203_hs,"1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)",MNXM1530268,,,,pedh203_hs,RNWSKZCVPICGIX-UHFFFAOYSA-N,RNWSKZCVPICGIX
pelinl_hs,"[3-[2-Aminoethoxy(hydroxy)phosphoryl]oxy-2-hydroxypropyl] octadeca-9,12-dienoate",MNXM1382930,181325,,,pelinl_hs,DBHKHNGBVGWQJE-UHFFFAOYSA-N,DBHKHNGBVGWQJE
pendecaeth,Pentadecanoyl-EA,MNXM73153,165589,,SLM:000598190,pendecaeth,UHPXXKLAACDXGS-UHFFFAOYSA-N,UHPXXKLAACDXGS
pentcoa,pentanoyl-CoA,MNXM1104372,57389,HMDB0013037,SLM:000389752,M02694,RXUATCUKICAIOA-ZMHDXICWSA-J,RXUATCUKICAIOA
peole_hs,2-Azaniumylethyl (2-hydroxy-3-octadec-9-enoyloxypropyl) phosphate,MNXM1382799,181143,,,peole_hs,PYVRVRFVLRNJLY-UHFFFAOYSA-N,PYVRVRFVLRNJLY
pep,phosphoenolpyruvate,MNXM73,58702,HMDB0000263,,pep,DTBNBXWJWCWCIK-UHFFFAOYSA-K,DTBNBXWJWCWCIK
pepalm_hs,1-hexadecanoyl-sn-glycero-3-phosphoethanolamine,MNXM32511,73004,HMDB0011503,SLM:000000654,1agpe160,YVYMBNSKXOXSKW-HXUWFJFHSA-N,YVYMBNSKXOXSKW
peplys,Peptidyl-L-lysine,MNXM1531177,,,,peplys,,
pepslys,peptide sans lysine,MNXM1548799,,,,pepslys,,
peracd,(4R)-4-(1-methylethenyl)-1-cyclohexenecarboxylic acid,MNXM148564,109544,HMDB0004586,,peracd,CDSMSBUVCWHORP-QMMMGPOBSA-N,CDSMSBUVCWHORP
perillyl,(4S)-perillyl alcohol,MNXM1367365,10782,,,perillyl,NDTYTMIUWGWIMO-SNVBAGLBSA-N,NDTYTMIUWGWIMO
peste_hs,1-octadecanoyl-sn-glycero-3-phosphoethanolamine,MNXM722840,75036,HMDB0011130,SLM:000030172,1agpe180,BBYWOYAFBUOUFP-JOCHJYFZSA-N,BBYWOYAFBUOUFP
pglyc_hs,phosphatidylglycerol 42:9,MNXM1107653,156038,,,pglyc_hs,,
pgp_hs,Phosphatidyl glycerol phosphate (homo sapiens),MNXM1107735,,,,pgp_hs,,
phaccoa,phenylacetyl-CoA,MNXM1104563,57390,HMDB0006503,,phaccoa,ZIGIFDRJFZYEEQ-CECATXLMSA-J,ZIGIFDRJFZYEEQ
phacgly,phenylacetylglycine,MNXM4775,60874,HMDB0000821,,M02723,UTYVDVLMYQPLQB-UHFFFAOYSA-M,UTYVDVLMYQPLQB
phcrm_hs,Phytoceramide,MNXM742038,,,,phcrm_hs,,
phe_L,L-phenylalanine,MNXM741664,58095,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT
pheacgln,N(2)-phenylacetyl-L-glutamine,MNXM730885,58310,HMDB0006344,,pheacgln,JFLIEFSWGNOPJJ-JTQLQIEISA-M,JFLIEFSWGNOPJJ
pheacgly,phenylacetylglycine,MNXM4775,60874,HMDB0000821,,M02723,UTYVDVLMYQPLQB-UHFFFAOYSA-M,UTYVDVLMYQPLQB
pheasnmet,Phenylalanyl-Asparaginyl-Methionine,MNXM744831,,,,pheasnmet,LNIIRLODKOWQIY-MCIONIFRSA-N,LNIIRLODKOWQIY
pheasp,Phenylalanyl-Aspartate,MNXM744832,,,,pheasp,HWMGTNOVUDIKRE-ZJUUUORDSA-M,HWMGTNOVUDIKRE
