Name,AlternativeNames,DiseaseAbbreviation,Treatable_,PrevalenceSource,ModeofInheritance,IEMNosologyCode,OMIM,GeneSymbol,ProteinName,HGNCGeneSymbol,NCBIGene,GeneCards,UniProt,KEGG,EstimatedPatientNumber,TestPanel,TestPanelGroup,MetaboliteName,SampleType,Highlighted,IEMbaseHMDB,InterpretedNames,MetaNetX,CHEBI,HMDB,SwissLipids,VMH,InChIkey,InChIkey2D,Neonatal_birth_1mth_,Infancy_1_18mths_,Childhood_1_5_11yrs_,Adolescence_11_16yrs_,Adulthood__16yrs_,Lab3Global,Lab3Targeted,Lab4Global,Lab4Targeted,Lab5Global,Lab5Targeted,Lab1Targeted,Lab1Global,Lab2Targeted,Lab2Global,Lab6Targeted,Lab7Global,Lab6Global,icimdGene,VMHGene,VMHMetabolite,recon4IMDsampleType,anyTargetedPlatform,anyGlobalPlatform,modellable,feasible,feasiblityScore
Phenylalanine hydroxylase deficiency,Phenylketonuria,PKU,yes,ORPHA,Autosomal Recessive,IEM0082,261600,PAH,Phenylalanine hydroxylase,PAH,5053,PAH,,hsa:5053,10 - 15,Amino acids,Amino acids,Phenylalanine,Cerebrospinal Fluid,1,HMDB00159,L-phenylalanine,MNXM741664,17295,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,3,3,3,3,3,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0.5,1,0,3.5
Phenylalanine hydroxylase deficiency,Phenylketonuria,PKU,yes,ORPHA,Autosomal Recessive,IEM0082,261600,PAH,Phenylalanine hydroxylase,PAH,5053,PAH,,hsa:5053,10 - 15,Amino acids,Amino acids,Phenylalanine,Plasma,1,HMDB00159,L-phenylalanine,MNXM741664,17295,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,3,3,3,3,3,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.5,1,1,4.5
Phenylalanine hydroxylase deficiency,Phenylketonuria,PKU,yes,ORPHA,Autosomal Recessive,IEM0082,261600,PAH,Phenylalanine hydroxylase,PAH,5053,PAH,,hsa:5053,10 - 15,Biogenic amines,Biogenic amines,5-Hydroxyindoleacetic acid,Cerebrospinal Fluid,0,HMDB0000763,(5-hydroxyindol-3-yl)acetate,MNXM732179,27823,HMDB0000763,,5hoxindoa,DUUGKQCEGZLZNO-UHFFFAOYSA-M,DUUGKQCEGZLZNO,0,-0.5,-0.5,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0.5,1,0,3.5
Phenylalanine hydroxylase deficiency,Phenylketonuria,PKU,yes,ORPHA,Autosomal Recessive,IEM0082,261600,PAH,Phenylalanine hydroxylase,PAH,5053,PAH,,hsa:5053,10 - 15,Biogenic amines,Organic acids,Homovanillic acid,Cerebrospinal Fluid,0,HMDB0000118,homovanillate,MNXM3287,133744,HMDB0000118,,homoval,QRMZSPFSDQBLIX-UHFFFAOYSA-M,QRMZSPFSDQBLIX,0,-0.5,-0.5,-1,-1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0.5,1,0,3.5
Phenylalanine hydroxylase deficiency,Phenylketonuria,PKU,yes,ORPHA,Autosomal Recessive,IEM0082,261600,PAH,Phenylalanine hydroxylase,PAH,5053,PAH,,hsa:5053,10 - 15,Organic acids,Organic acids,Phenylpyruvic acid,Urine,1,HMDB00205,3-phenylpyruvate,MNXM730221,18005,HMDB0000205,,phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M,BTNMPGBKDVTSJY,0.5,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0.5,1,1,4.5
Phenylalanine hydroxylase deficiency,Phenylketonuria,PKU,yes,ORPHA,Autosomal Recessive,IEM0082,261600,PAH,Phenylalanine hydroxylase,PAH,5053,PAH,,hsa:5053,10 - 15,Pterins,Pterins,"Tetrahydrobiopterin, BH4 test",,1,HMDB0000027,"(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin",MNXM1365611,59560,HMDB0000027,,thbpt,FNKQXYHWGSIFBK-RPDRRWSUSA-N,FNKQXYHWGSIFBK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3
Phenylalanine hydroxylase deficiency,Phenylketonuria,PKU,yes,ORPHA,Autosomal Recessive,IEM0082,261600,PAH,Phenylalanine hydroxylase,PAH,5053,PAH,,hsa:5053,10 - 15,Pterins,Pterins,Biopterin,Urine,0,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Phenylalanine hydroxylase deficiency,Phenylketonuria,PKU,yes,ORPHA,Autosomal Recessive,IEM0082,261600,PAH,Phenylalanine hydroxylase,PAH,5053,PAH,,hsa:5053,10 - 15,Pterins,Pterins,Neopterin,Urine,0,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Amino acids,Amino acids,Phenylalanine,Plasma,1,HMDB00159,L-phenylalanine,MNXM741664,17295,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,0.5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.5,1,1,4.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Amino acids,Amino acids,Phenylalanine,Cerebrospinal Fluid,0,HMDB00159,L-phenylalanine,MNXM741664,17295,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,0.5,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0.5,1,0,3.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Biogenic amines,Biogenic amines,5-Hydroxyindoleacetic acid,Cerebrospinal Fluid,1,HMDB0000763,(5-hydroxyindol-3-yl)acetate,MNXM732179,27823,HMDB0000763,,5hoxindoa,DUUGKQCEGZLZNO-UHFFFAOYSA-M,DUUGKQCEGZLZNO,-1,-1,-1,-1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0.5,1,0,3.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Biogenic amines,Organic acids,Homovanillic acid,Cerebrospinal Fluid,1,HMDB0000118,homovanillate,MNXM3287,133744,HMDB0000118,,homoval,QRMZSPFSDQBLIX-UHFFFAOYSA-M,QRMZSPFSDQBLIX,-2,-2,-2,-2,0,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0.5,1,0,3.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Enzyme testing,Enzyme testing,"GTPCH activity, cytokines-stimulated",FB,0,,,,,,,,,,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Functional testing,Functional testing,"Tetrahydrobiopterin loading test, BH4 loading test",,1,HMDB0000027,"(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin",MNXM1365611,59560,HMDB0000027,,thbpt,FNKQXYHWGSIFBK-RPDRRWSUSA-N,FNKQXYHWGSIFBK,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Pterins,Pterins,Biopterin,Cerebrospinal Fluid,1,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,-2,-2,-2,-2,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.5,0,0,2.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Pterins,Pterins,Biopterin,Dried Blood Spot,1,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,-2,-2,-2,-2,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Pterins,Pterins,Biopterin,Urine,1,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,-2,-2,-2,-2,-1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Pterins,Pterins,Neopterin,Cerebrospinal Fluid,1,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,-2,-2,-2,-2,-1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.5,0,0,2.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Pterins,Pterins,Neopterin,Dried Blood Spot,1,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,-2,-2,-2,-2,-1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Autosomal recessive GTP cyclohydrolase 1 deficiency,,GTPCH,yes,ORPHA,Autosomal Recessive,IEM0083,233910,GCH1,GTP cyclohydrolase I,GCH1,2643,GCH1,,hsa:2643,15 - 20,Pterins,Pterins,Neopterin,Urine,1,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,-2,-2,-2,-2,-1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Amino acids,Amino acids,Phenylalanine,Plasma,1,HMDB00159,L-phenylalanine,MNXM741664,17295,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.5,1,1,4.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Amino acids,Amino acids,Phenylalanine,Cerebrospinal Fluid,0,HMDB00159,L-phenylalanine,MNXM741664,17295,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0.5,1,0,3.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Biogenic amines,Biogenic amines,5-Hydroxyindoleacetic acid,Cerebrospinal Fluid,1,HMDB0000763,(5-hydroxyindol-3-yl)acetate,MNXM732179,27823,HMDB0000763,,5hoxindoa,DUUGKQCEGZLZNO-UHFFFAOYSA-M,DUUGKQCEGZLZNO,-2,-2,-2,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0.5,1,0,3.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Biogenic amines,Organic acids,Homovanillic acid,Cerebrospinal Fluid,1,HMDB0000118,homovanillate,MNXM3287,133744,HMDB0000118,,homoval,QRMZSPFSDQBLIX-UHFFFAOYSA-M,QRMZSPFSDQBLIX,-2,-2,-2,-2,-1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0.5,1,0,3.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Enzyme testing,Enzyme testing,PTPS activity,Endocervical Cells,0,,,,,,,,,,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Enzyme testing,Enzyme testing,PTPS activity,FB,0,,,,,,,,,,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Functional testing,Functional testing,"Tetrahydrobiopterin loading test, BH4 loading test",,1,HMDB0000027,"(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin",MNXM1365611,59560,HMDB0000027,,thbpt,FNKQXYHWGSIFBK-RPDRRWSUSA-N,FNKQXYHWGSIFBK,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Pterins,Pterins,Biopterin,Cerebrospinal Fluid,1,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,-3,-3,-2,-2,-2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.5,0,0,2.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Pterins,Pterins,Biopterin,Dried Blood Spot,1,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,-3,-3,-2,-2,-2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Pterins,Pterins,Biopterin,Urine,1,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,-3,-3,-2,-2,-2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Pterins,Pterins,Neopterin,Cerebrospinal Fluid,1,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,3,3,2,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.5,0,0,2.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Pterins,Pterins,Neopterin,Dried Blood Spot,1,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,3,3,2,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Pterins,Pterins,Neopterin,Urine,1,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,3,3,2,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
6-Pyruvoyl-tetrahydropterin synthase deficiency,,PTPS,yes,ORPHA,Autosomal Recessive,IEM0085,261640,PTS,6-Pyruvoyl-tetrahydropterin synthase,PTS,5805,PTS,,hsa:5805,15 - 20,Routine tests,Routine tests,Prolactin,Plasma,1,,Prolactin,MNXM78139,81580,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Amino acids,Amino acids,Phenylalanine,Cerebrospinal Fluid,1,HMDB00159,L-phenylalanine,MNXM741664,17295,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0.5,1,0,3.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Amino acids,Amino acids,Phenylalanine,Plasma,1,HMDB00159,L-phenylalanine,MNXM741664,17295,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.5,1,1,4.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Biogenic amines,Biogenic amines,5-Hydroxyindoleacetic acid,Cerebrospinal Fluid,1,HMDB0000763,(5-hydroxyindol-3-yl)acetate,MNXM732179,27823,HMDB0000763,,5hoxindoa,DUUGKQCEGZLZNO-UHFFFAOYSA-M,DUUGKQCEGZLZNO,-2,-2,-2,-1,-1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0.5,1,0,3.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Biogenic amines,Organic acids,Homovanillic acid,Cerebrospinal Fluid,1,HMDB0000118,homovanillate,MNXM3287,133744,HMDB0000118,,homoval,QRMZSPFSDQBLIX-UHFFFAOYSA-M,QRMZSPFSDQBLIX,-2,-2,-2,-2,-1,0,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0.5,1,0,3.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Enzyme testing,Enzyme testing,"Dihydropteridine reductase, DHPR",Dried Blood Spot,1,,,,,,,,,,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Functional testing,Functional testing,"Tetrahydrobiopterin loading test, BH4 loading test",,0,HMDB0000027,"(6R)-L-erythro-5,6,7,8-tetrahydrobiopterin",MNXM1365611,59560,HMDB0000027,,thbpt,FNKQXYHWGSIFBK-RPDRRWSUSA-N,FNKQXYHWGSIFBK,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Pterins,Pterins,Biopterin,Cerebrospinal Fluid,1,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.5,0,0,2.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Pterins,Pterins,Biopterin,Urine,1,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,0.5,0.5,0.5,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Pterins,Pterins,Dihydrobiopterin,Cerebrospinal Fluid,1,HMDB00038,"L-erythro-7,8-dihydrobiopterin",MNXM1377426,43029,HMDB0000038,,CE2705,FEMXZDUTFRTWPE-DZSWIPIPSA-N,FEMXZDUTFRTWPE,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Pterins,Pterins,Biopterin,Dried Blood Spot,0,HMDB00468,L-erythro-biopterin,MNXM1364185,15373,HMDB0000468,,,LHQIJBMDNUYRAM-DZSWIPIPSA-N,LHQIJBMDNUYRAM,0.5,0.5,0.5,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Pterins,Pterins,Neopterin,Cerebrospinal Fluid,0,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0.5,0,0,2.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Pterins,Pterins,Neopterin,Dried Blood Spot,0,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Pterins,Pterins,Neopterin,Urine,0,HMDB00845,D-erythro-neopterin,MNXM1364142,,HMDB0000838,,,BMQYVXCPAOLZOK-UHFFFAOYSA-N,BMQYVXCPAOLZOK,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0.5,0,0,3.5
Dihydropteridine reductase deficiency,,DHPR,yes,ORPHA,Autosomal Recessive,IEM0087,261630,QDPR,Dihydropteridine reductase,QDPR,5860,QDPR,,hsa:5860,15 - 20,Routine tests,Routine tests,Prolactin,Plasma,1,,Prolactin,MNXM78139,81580,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Pterin-4-alpha-carbinolamine dehydratase deficiency,Primapterinuria,PCD,yes,ORPHA,Autosomal Recessive,IEM0088,264070,PCBD1,Pterin carbinolamine-4a-dehydratase / DCoH,PCBD1,5092,PCBD1,,hsa:5092,15 - 20,Amino acids,Amino acids,Phenylalanine,Plasma,1,HMDB00159,L-phenylalanine,MNXM741664,17295,HMDB0000159,,phe_L,COLNVLDHVKWLRT-QMMMGPOBSA-N,COLNVLDHVKWLRT,1,0.5,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0.5,1,1,4.5
