Name,AlternativeNames,DiseaseAbbreviation,Treatable_,PrevalenceSource,ModeofInheritance,IEMNosologyCode,OMIM,GeneSymbol,ProteinName,HGNCGeneSymbol,NCBIGene,GeneCards,UniProt,KEGG,EstimatedPatientNumber,TestPanel,TestPanelGroup,MetaboliteName,SampleType,Highlighted,IEMbaseHMDB,InterpretedNames,MetaNetX,CHEBI,HMDB,SwissLipids,VMH,InChIkey,InChIkey2D,Neonatal_birth_1mth_,Infancy_1_18mths_,Childhood_1_5_11yrs_,Adolescence_11_16yrs_,Adulthood__16yrs_,Lab3Global,Lab3Targeted,Lab4Global,Lab4Targeted,Lab5Global,Lab5Targeted,Lab1Targeted,Lab1Global,Lab2Targeted,Lab2Global,Lab6Targeted,Lab7Global,Lab6Global,icimdGene,VMHGene,VMHMetabolite,recon4IMDsampleType,anyTargetedPlatform,anyGlobalPlatform,modellable,feasible,feasiblityScore
Glucokinase superactivity,"Familial hyperinsulinemic hypoglycemia,  MODY type 3",HHF3,unknown,ORPHA,Autosomal Dominant,IEM0378,602485,GCK,Glucokinase (hexokinase-4),GCK,2645,GCK,,hsa:2645,10 - 15,Fatty acids and ketones,Fatty acids and ketones,Free fatty acids,Serum,1,,,,,,,,,,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Glucokinase superactivity,"Familial hyperinsulinemic hypoglycemia,  MODY type 3",HHF3,unknown,ORPHA,Autosomal Dominant,IEM0378,602485,GCK,Glucokinase (hexokinase-4),GCK,2645,GCK,,hsa:2645,10 - 15,Fatty acids and ketones,Fatty acids and ketones,"Ketones, during hypoglycemia","Plasma, Urine",1,,,,,,,,,,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Glucokinase superactivity,"Familial hyperinsulinemic hypoglycemia,  MODY type 3",HHF3,unknown,ORPHA,Autosomal Dominant,IEM0378,602485,GCK,Glucokinase (hexokinase-4),GCK,2645,GCK,,hsa:2645,10 - 15,Routine tests,Polyols,Glucose,Plasma,1,HMDB0000122,beta-D-glucose,MNXM1364512,15903,HMDB0000122,,M01388,WQZGKKKJIJFFOK-VFUOTHLCSA-N,WQZGKKKJIJFFOK,-5,-5,-5,-5,-1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,4
Glucokinase superactivity,"Familial hyperinsulinemic hypoglycemia,  MODY type 3",HHF3,unknown,ORPHA,Autosomal Dominant,IEM0378,602485,GCK,Glucokinase (hexokinase-4),GCK,2645,GCK,,hsa:2645,10 - 15,Specific tests,Specific tests,Insulin,Plasma,0,,,,,,,,,,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Hepatocyte nuclear factor 4-alpha loss-of-function mutations,,MODY1,unknown,,Autosomal Dominant,IEM0337,600281,HNF4A,Hepatocyte Nuclear Factor 4 A,HNF4A,3172,HNF4A,,hsa:3172,15 - 20,Fatty acids and ketones,Fatty acids and ketones,Free fatty acids during hypoglycemia,Serum,1,,,,,,,,,,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Hepatocyte nuclear factor 4-alpha loss-of-function mutations,,MODY1,unknown,,Autosomal Dominant,IEM0337,600281,HNF4A,Hepatocyte Nuclear Factor 4 A,HNF4A,3172,HNF4A,,hsa:3172,15 - 20,Fatty acids and ketones,Fatty acids and ketones,"Ketones, during hypoglycemia","Plasma, Urine",1,,,,,,,,,,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
Hepatocyte nuclear factor 4-alpha loss-of-function mutations,,MODY1,unknown,,Autosomal Dominant,IEM0337,600281,HNF4A,Hepatocyte Nuclear Factor 4 A,HNF4A,3172,HNF4A,,hsa:3172,15 - 20,Routine tests,Polyols,Glucose,Plasma,1,HMDB0000122,beta-D-glucose,MNXM1364512,15903,HMDB0000122,,M01388,WQZGKKKJIJFFOK-VFUOTHLCSA-N,WQZGKKKJIJFFOK,-1,-1,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3
Hepatocyte nuclear factor 4-alpha loss-of-function mutations,,MODY1,unknown,,Autosomal Dominant,IEM0337,600281,HNF4A,Hepatocyte Nuclear Factor 4 A,HNF4A,3172,HNF4A,,hsa:3172,15 - 20,Specific tests,Specific tests,"Insulin, during hypoglycemia",,1,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
Monocarboxylate transporter 1 superactivity,Familial hyperinsulinemic hypoglycemia type 7,HHF7,unknown,ORPHA,Autosomal Dominant,IEM0645,610021,SLC16A1,Monocarboxylate transporter 1,SLC16A1,6566,SLC16A1,,hsa:6566,15 - 20,Fatty acids and ketones,Fatty acids and ketones,Free fatty acids,Serum,1,,,,,,,,,,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Monocarboxylate transporter 1 superactivity,Familial hyperinsulinemic hypoglycemia type 7,HHF7,unknown,ORPHA,Autosomal Dominant,IEM0645,610021,SLC16A1,Monocarboxylate transporter 1,SLC16A1,6566,SLC16A1,,hsa:6566,15 - 20,Fatty acids and ketones,Fatty acids and ketones,"Ketones, during hypoglycemia","Plasma, Urine",1,,,,,,,,,,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Monocarboxylate transporter 1 superactivity,Familial hyperinsulinemic hypoglycemia type 7,HHF7,unknown,ORPHA,Autosomal Dominant,IEM0645,610021,SLC16A1,Monocarboxylate transporter 1,SLC16A1,6566,SLC16A1,,hsa:6566,15 - 20,Fatty acids and ketones,Fatty acids and ketones,Ketones,Urine,1,,,,,,,,,,0,0,0,-0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Monocarboxylate transporter 1 superactivity,Familial hyperinsulinemic hypoglycemia type 7,HHF7,unknown,ORPHA,Autosomal Dominant,IEM0645,610021,SLC16A1,Monocarboxylate transporter 1,SLC16A1,6566,SLC16A1,,hsa:6566,15 - 20,Routine tests,Polyols,Glucose,Blood,1,HMDB0000122,beta-D-glucose,MNXM1364512,15903,HMDB0000122,,M01388,WQZGKKKJIJFFOK-VFUOTHLCSA-N,WQZGKKKJIJFFOK,0,0,0,-1,-1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,4
Monocarboxylate transporter 1 superactivity,Familial hyperinsulinemic hypoglycemia type 7,HHF7,unknown,ORPHA,Autosomal Dominant,IEM0645,610021,SLC16A1,Monocarboxylate transporter 1,SLC16A1,6566,SLC16A1,,hsa:6566,15 - 20,Routine tests,Polyols,Glucose,Plasma,1,HMDB0000122,beta-D-glucose,MNXM1364512,15903,HMDB0000122,,M01388,WQZGKKKJIJFFOK-VFUOTHLCSA-N,WQZGKKKJIJFFOK,0,0,0,-1,-1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,4
Monocarboxylate transporter 1 superactivity,Familial hyperinsulinemic hypoglycemia type 7,HHF7,unknown,ORPHA,Autosomal Dominant,IEM0645,610021,SLC16A1,Monocarboxylate transporter 1,SLC16A1,6566,SLC16A1,,hsa:6566,15 - 20,Routine tests,Routine tests,Ammonia,Plasma,0,HMDB0000051,NH4(+),MNXM729302,135980,HMDB0000051,,nh3,QGZKDVFQNNGYKY-UHFFFAOYSA-O,QGZKDVFQNNGYKY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3
Uncoupling protein 2 deficiency,,UCP2-HI,unknown,ORPHA,Autosomal Dominant,IEM0340,601693,UCP2,Uncoupling protein 2,UCP2,7351,UCP2,,hsa:7351,15 - 20,Fatty acids and ketones,Fatty acids and ketones,Free fatty acids during hypoglycemia,Serum,1,,,,,,,,,,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Uncoupling protein 2 deficiency,,UCP2-HI,unknown,ORPHA,Autosomal Dominant,IEM0340,601693,UCP2,Uncoupling protein 2,UCP2,7351,UCP2,,hsa:7351,15 - 20,Fatty acids and ketones,Fatty acids and ketones,"Ketones, during hypoglycemia","Plasma, Urine",0,,,,,,,,,,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
Uncoupling protein 2 deficiency,,UCP2-HI,unknown,ORPHA,Autosomal Dominant,IEM0340,601693,UCP2,Uncoupling protein 2,UCP2,7351,UCP2,,hsa:7351,15 - 20,Routine tests,Polyols,Glucose,Plasma,1,HMDB0000122,beta-D-glucose,MNXM1364512,15903,HMDB0000122,,M01388,WQZGKKKJIJFFOK-VFUOTHLCSA-N,WQZGKKKJIJFFOK,-1,-1,-1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,4
Uncoupling protein 2 deficiency,,UCP2-HI,unknown,ORPHA,Autosomal Dominant,IEM0340,601693,UCP2,Uncoupling protein 2,UCP2,7351,UCP2,,hsa:7351,15 - 20,Specific tests,Specific tests,"Insulin, during hypoglycemia",,1,,,,,,,,,,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
HNF1a deficiency,,MODY3,unknown,ORPHA,Autosomal Dominant,IEM0338,142410,HNF1A,Hepatocyte nuclear factor 1 alpha,HNF1A,6927,HNF1A,,hsa:6927,15 - 20,Fatty acids and ketones,Fatty acids and ketones,Free fatty acids during hypoglycemia,Serum,1,,,,,,,,,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
HNF1a deficiency,,MODY3,unknown,ORPHA,Autosomal Dominant,IEM0338,142410,HNF1A,Hepatocyte nuclear factor 1 alpha,HNF1A,6927,HNF1A,,hsa:6927,15 - 20,Fatty acids and ketones,Fatty acids and ketones,"Ketones, during hypoglycemia","Plasma, Urine",1,,,,,,,,,,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
HNF1a deficiency,,MODY3,unknown,ORPHA,Autosomal Dominant,IEM0338,142410,HNF1A,Hepatocyte nuclear factor 1 alpha,HNF1A,6927,HNF1A,,hsa:6927,15 - 20,Routine tests,Polyols,Glucose,Plasma,1,HMDB0000122,beta-D-glucose,MNXM1364512,15903,HMDB0000122,,M01388,WQZGKKKJIJFFOK-VFUOTHLCSA-N,WQZGKKKJIJFFOK,-1,-1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3
HNF1a deficiency,,MODY3,unknown,ORPHA,Autosomal Dominant,IEM0338,142410,HNF1A,Hepatocyte nuclear factor 1 alpha,HNF1A,6927,HNF1A,,hsa:6927,15 - 20,Specific tests,Specific tests,"Insulin, during hypoglycemia",,1,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
GTP-specific succinyl-CoA ligase α subunit deficiency,Mitochondrial DNA depletion syndrome type 9,SCS-SUCLG1,unknown,,Autosomal Recessive,IEM0400,245400,SUCLG1,Succinate-CoA ligase alpha subunit deficiency,SUCLG1,8802,SUCLG1,,hsa:8802,10 - 15,Carnitine and acylcarnitines,Carnitine and acylcarnitines,C4-DC Methylmalonylcarnitine,Urine,1,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
GTP-specific succinyl-CoA ligase α subunit deficiency,Mitochondrial DNA depletion syndrome type 9,SCS-SUCLG1,unknown,,Autosomal Recessive,IEM0400,245400,SUCLG1,Succinate-CoA ligase alpha subunit deficiency,SUCLG1,8802,SUCLG1,,hsa:8802,10 - 15,Carnitine and acylcarnitines,Carnitine and acylcarnitines,C4-DC Succinylcarnitine,Urine,1,,O-succinylcarnitine,MNXM729943,73034,HMDB0255869,,c4dc,HAEVNYBCYZZDFL-UHFFFAOYSA-N,HAEVNYBCYZZDFL,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,3
GTP-specific succinyl-CoA ligase α subunit deficiency,Mitochondrial DNA depletion syndrome type 9,SCS-SUCLG1,unknown,,Autosomal Recessive,IEM0400,245400,SUCLG1,Succinate-CoA ligase alpha subunit deficiency,SUCLG1,8802,SUCLG1,,hsa:8802,10 - 15,Enzyme testing,Enzyme testing,ASAT/ALAT,Plasma,0,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2
GTP-specific succinyl-CoA ligase α subunit deficiency,Mitochondrial DNA depletion syndrome type 9,SCS-SUCLG1,unknown,,Autosomal Recessive,IEM0400,245400,SUCLG1,Succinate-CoA ligase alpha subunit deficiency,SUCLG1,8802,SUCLG1,,hsa:8802,10 - 15,Organic acids,Organic acids,Methylmalonic acid,Urine,1,HMDB00202,methylmalonate,MNXM1572,17453,HMDB0000202,,HC00900,ZIYVHBGGAOATLY-UHFFFAOYSA-L,ZIYVHBGGAOATLY,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0.5,1,1,4.5
GTP-specific succinyl-CoA ligase α subunit deficiency,Mitochondrial DNA depletion syndrome type 9,SCS-SUCLG1,unknown,,Autosomal Recessive,IEM0400,245400,SUCLG1,Succinate-CoA ligase alpha subunit deficiency,SUCLG1,8802,SUCLG1,,hsa:8802,10 - 15,Routine tests,Organic acids,Lactate,Plasma,1,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0.5,1,1,4.5
GTP-specific succinyl-CoA ligase α subunit deficiency,Mitochondrial DNA depletion syndrome type 9,SCS-SUCLG1,unknown,,Autosomal Recessive,IEM0400,245400,SUCLG1,Succinate-CoA ligase alpha subunit deficiency,SUCLG1,8802,SUCLG1,,hsa:8802,10 - 15,Routine tests,Organic acids,Lactate/Pyruvate ratio,,1,HMDB0001311HMDB0000243,"(R)-lactate,pyruvate","MNXM1378561,MNXM23","16004,15361","HMDB0000171,HMDB0000243",SLM:000000404,"lac_D,pyr","JVTAAEKCZFNVCJ-UWTATZPHSA-M,LCTONWCANYUPML-UHFFFAOYSA-M","JVTAAEKCZFNVCJ,LCTONWCANYUPML,",1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0.5,1,1,4.5
SERAC1 deficiency,"MEGDEL Syndrome, 3-Methylglutaconic aciduria Type 6 with deafness, encephalopathy, and Leigh-like syndrome",MEGDEL,unknown,ORPHA,Autosomal Recessive,IEM0582,614739,SERAC1,Serine active site-containing protein 1,SERAC1,84947,SERAC1,,hsa:84947,10 - 15,Organic acids,Organic acids,3-Methylglutaconic acid,Urine,1,HMDB00522,(E)-3-methylglutaconic acid,MNXM31452,133518,HMDB0000522,,3mglutac,WKRBKYFIJPGYQC-DUXPYHPUSA-N,WKRBKYFIJPGYQC,2,2,2,2,2,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0.5,0,0,3.5
SERAC1 deficiency,"MEGDEL Syndrome, 3-Methylglutaconic aciduria Type 6 with deafness, encephalopathy, and Leigh-like syndrome",MEGDEL,unknown,ORPHA,Autosomal Recessive,IEM0582,614739,SERAC1,Serine active site-containing protein 1,SERAC1,84947,SERAC1,,hsa:84947,10 - 15,Organic acids,Organic acids,3-Hydroxyisovaleric acid,Urine,0,HMDB00754,3-hydroxyisovaleric acid,MNXM36533,37084,HMDB0000754,,3hivac,AXFYFNCPONWUHW-UHFFFAOYSA-N,AXFYFNCPONWUHW,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,1,0.5,0,0,3.5
SERAC1 deficiency,"MEGDEL Syndrome, 3-Methylglutaconic aciduria Type 6 with deafness, encephalopathy, and Leigh-like syndrome",MEGDEL,unknown,ORPHA,Autosomal Recessive,IEM0582,614739,SERAC1,Serine active site-containing protein 1,SERAC1,84947,SERAC1,,hsa:84947,10 - 15,Routine tests,Organic acids,Lactate,Plasma,1,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,2,2,2,2,2,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0.5,0,0,3.5
SERAC1 deficiency,"MEGDEL Syndrome, 3-Methylglutaconic aciduria Type 6 with deafness, encephalopathy, and Leigh-like syndrome",MEGDEL,unknown,ORPHA,Autosomal Recessive,IEM0582,614739,SERAC1,Serine active site-containing protein 1,SERAC1,84947,SERAC1,,hsa:84947,10 - 15,Routine tests,Routine tests,Anion gap,,0,,,,,,,,,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
SERAC1 deficiency,"MEGDEL Syndrome, 3-Methylglutaconic aciduria Type 6 with deafness, encephalopathy, and Leigh-like syndrome",MEGDEL,unknown,ORPHA,Autosomal Recessive,IEM0582,614739,SERAC1,Serine active site-containing protein 1,SERAC1,84947,SERAC1,,hsa:84947,10 - 15,Routine tests,Polyols,Glucose,Plasma,0,HMDB0000122,beta-D-glucose,MNXM1364512,15903,HMDB0000122,,M01388,WQZGKKKJIJFFOK-VFUOTHLCSA-N,WQZGKKKJIJFFOK,-0.5,-0.5,-0.5,-0.5,-0.5,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,3
SERAC1 deficiency,"MEGDEL Syndrome, 3-Methylglutaconic aciduria Type 6 with deafness, encephalopathy, and Leigh-like syndrome",MEGDEL,unknown,ORPHA,Autosomal Recessive,IEM0582,614739,SERAC1,Serine active site-containing protein 1,SERAC1,84947,SERAC1,,hsa:84947,10 - 15,Routine tests,Organic acids,Lactate,Cerebrospinal Fluid,0,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0.5,0,0,2.5
SERAC1 deficiency,"MEGDEL Syndrome, 3-Methylglutaconic aciduria Type 6 with deafness, encephalopathy, and Leigh-like syndrome",MEGDEL,unknown,ORPHA,Autosomal Recessive,IEM0582,614739,SERAC1,Serine active site-containing protein 1,SERAC1,84947,SERAC1,,hsa:84947,10 - 15,Specific tests,Specific tests,Filipin test,,0,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Amino acids,Amino acids,Alanine,Plasma,0,HMDB01310,D-alanine,MNXM1105731,15570,HMDB0001310,,ala_D,QNAYBMKLOCPYGJ-UWTATZPHSA-N,QNAYBMKLOCPYGJ,2,2,2,2,2,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0.5,0,0,3.5
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Amino acids,Amino acids,Citrulline,Plasma,0,HMDB00904,L-citrulline,MNXM732470,16349,HMDB0000904,,,RHGKLRLOHDJJDR-BYPYZUCNSA-N,RHGKLRLOHDJJDR,0.5,0.5,0.5,0.5,0.5,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0.5,0,0,3.5
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Amino acids,Amino acids,Glutamine,Plasma,0,HMDB00641,L-glutamine,MNXM37,18050,HMDB0000641,,gln_L,ZDXPYRJPNDTMRX-VKHMYHEASA-N,ZDXPYRJPNDTMRX,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0.5,0,0,3.5
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Enzyme testing,Enzyme testing,Complex V activity,M,0,,,,,,,,,,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Enzyme testing,Enzyme testing,Creatine kinase,Plasma,0,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Organic acids,Organic acids,3-Methylglutaconic acid,Urine,1,HMDB00522,(E)-3-methylglutaconic acid,MNXM31452,133518,HMDB0000522,,3mglutac,WKRBKYFIJPGYQC-DUXPYHPUSA-N,WKRBKYFIJPGYQC,2,2,2,2,2,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0.5,0,0,3.5
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Purines and pyrimidines,Purines and pyrimidines,Orotic acid,Urine,0,HMDB00226,orotate,MNXM1373629,16742,HMDB0000226,,orot,PXQPEWDEAKTCGB-UHFFFAOYSA-M,PXQPEWDEAKTCGB,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0.5,0,0,3.5
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Routine tests,Organic acids,Lactate,Plasma,1,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,3,3,3,3,3,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,0.5,0,0,3.5
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Routine tests,Routine tests,Ammonia,Blood,0,HMDB0000051,NH4(+),MNXM729302,135980,HMDB0000051,,nh3,QGZKDVFQNNGYKY-UHFFFAOYSA-O,QGZKDVFQNNGYKY,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Routine tests,Routine tests,Anion gap,,0,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Routine tests,Organic acids,Lactate,Cerebrospinal Fluid,0,HMDB0001311,(R)-lactate,MNXM1378561,16004,HMDB0000171,,lac_D,JVTAAEKCZFNVCJ-UWTATZPHSA-M,JVTAAEKCZFNVCJ,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0.5,0,0,2.5
Transmembrane protein 70 deficiency,Neonatal mitochondrial encephalocardiomyopathy,NME,unknown,ORPHA,Autosomal Recessive,IEM0486,614052,TMEM70,Complex V assembly protein,TMEM70,54968,TMEM70,,hsa:54968,10 - 15,Routine tests,Purines and pyrimidines,Uric acid,Urine,0,HMDB00289,urate,MNXM1105965,17775,HMDB0000289,,urate,LEHOTFFKMJEONL-UHFFFAOYSA-N,LEHOTFFKMJEONL,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0.5,0,0,3.5
Acety-CoA-synthase 3 deficiency,Combined malonic and methylmalonic aciduria,MMA/MA,unknown,,Autosomal Recessive,IEM0128,614245,ACSF3,Acety-CoA-synthase family 3,ACSF3,197322,ACSF3,,hsa:197322,5 - 10,Carnitine and acylcarnitines,Carnitine and acylcarnitines,C3-DC Malonylcarnitine,,1,HMDB0002095,O-malonyl-L-carnitine,MNXM1364489,85470,HMDB0002095,,,ZGNBLKBZJBJFDG-SSDOTTSWSA-N,ZGNBLKBZJBJFDG,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0.5,0,0,3.5
Acety-CoA-synthase 3 deficiency,Combined malonic and methylmalonic aciduria,MMA/MA,unknown,,Autosomal Recessive,IEM0128,614245,ACSF3,Acety-CoA-synthase family 3,ACSF3,197322,ACSF3,,hsa:197322,5 - 10,Carnitine and acylcarnitines,Carnitine and acylcarnitines,C3 Propionylcarnitine,Blood,1,HMDB0000824,O-propanoyl-(R)-carnitine,MNXM1105887,192090,HMDB0000824,SLM:000390084,HC02149,UFAHZIUFPNSHSL-MRVPVSSYSA-N,UFAHZIUFPNSHSL,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,4.5
Acety-CoA-synthase 3 deficiency,Combined malonic and methylmalonic aciduria,MMA/MA,unknown,,Autosomal Recessive,IEM0128,614245,ACSF3,Acety-CoA-synthase family 3,ACSF3,197322,ACSF3,,hsa:197322,5 - 10,Carnitine and acylcarnitines,Carnitine and acylcarnitines,C3 Propionylcarnitine,Plasma,1,HMDB0000824,O-propanoyl-(R)-carnitine,MNXM1105887,192090,HMDB0000824,SLM:000390084,HC02149,UFAHZIUFPNSHSL-MRVPVSSYSA-N,UFAHZIUFPNSHSL,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,4.5
